,category_id,time,家族,出産,子供,健康,私,お金
31,11.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
32,11.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
33,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
34,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
35,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
36,12.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
37,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
38,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
41,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
42,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
43,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
44,14.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
45,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
46,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
47,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
48,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
49,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
50,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
51,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
52,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
53,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
54,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
55,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
56,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
57,9.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
58,14.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
59,14.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
60,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
61,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
62,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
63,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
64,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
65,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
66,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
67,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
68,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
69,11.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
70,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
71,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
72,11.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
73,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
74,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
75,14.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
76,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
77,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
78,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
79,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
80,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
81,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
82,11.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
83,14.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
84,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
85,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
86,11.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
87,14.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
88,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
89,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
90,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
91,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
92,5.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
93,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
94,9.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
95,11.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
96,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
97,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
98,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
99,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
100,11.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
101,14.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
102,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
103,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
104,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
105,11.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
106,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
107,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
108,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
109,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
110,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
111,99.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
112,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
113,14.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
114,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
115,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
116,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
117,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
118,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
119,11.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
120,11.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
121,11.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
122,11.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
123,14.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
124,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
125,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
126,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
127,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
128,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
129,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
130,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
131,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
132,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
133,14.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
134,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
135,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
136,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
137,14.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
138,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
139,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
140,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
141,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
142,99.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
143,99.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
144,14.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
145,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
146,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
147,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
148,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
149,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
150,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
151,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
152,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
153,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
154,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
155,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
156,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
157,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
158,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
159,11.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
160,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
161,14.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
162,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
163,14.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
164,14.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
165,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
166,11.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
167,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
168,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
169,14.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
170,14.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
171,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
172,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
173,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
174,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
175,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
176,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
177,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
178,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
179,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
180,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
181,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
182,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
183,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
184,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
185,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
186,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
187,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
188,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
189,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
190,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
191,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
192,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
193,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
194,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
195,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
196,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
197,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
198,11.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
199,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
200,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
201,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
202,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
203,99.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
204,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
205,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
206,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
207,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
208,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
209,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
210,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
211,99.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
212,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
213,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
214,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
215,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
216,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
217,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
218,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
219,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
220,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
221,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
222,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
223,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
224,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
225,15.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
226,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
227,14.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
228,11.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
229,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
230,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
231,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
232,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
233,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
234,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
235,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
236,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
237,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
238,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
239,14.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
240,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
241,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
242,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
243,14.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
244,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
245,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
246,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
247,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
248,14.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
249,11.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
250,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
251,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
252,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
253,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
254,14.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
255,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
256,99.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
257,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
258,15.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
259,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
260,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
261,14.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
262,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
263,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
264,14.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
265,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
266,14.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
267,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
268,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
269,14.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
270,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
271,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
272,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,14.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
274,11.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
275,99.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
276,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
277,11.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
278,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
279,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
280,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
281,11.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
282,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
283,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
284,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
285,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
286,99.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
287,14.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
288,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
289,11.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
290,14.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
291,14.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
292,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
293,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
294,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
295,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
296,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
297,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
298,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
299,11.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
300,11.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
301,99.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
302,5.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
303,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
304,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
305,14.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
306,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
307,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
308,14.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
309,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
310,99.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
311,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
312,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
313,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
314,99.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
315,14.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
316,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
317,14.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
318,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
319,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
320,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
321,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
322,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
323,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
324,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
325,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
326,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
327,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
328,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
329,14.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
330,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
331,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
332,11.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
333,14.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
334,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
335,14.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
336,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
337,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
338,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
339,14.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
340,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
341,99.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
342,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
343,15.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
344,14.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
345,11.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
346,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
347,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
348,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
349,99.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
350,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
351,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
352,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
353,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
354,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
355,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
356,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
357,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
358,99.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
359,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
360,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
361,11.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
362,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
363,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
364,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
365,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
366,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
367,11.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
368,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
369,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
370,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
371,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
372,12.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
373,14.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
374,11.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
375,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
376,14.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
377,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
378,14.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
379,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
380,11.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
381,14.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
382,14.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
383,14.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
384,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
385,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
386,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
387,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
388,16.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
389,14.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
390,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
391,11.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
392,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
393,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
394,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
395,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
396,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
397,14.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
398,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
399,16.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
400,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
401,14.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
402,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
403,11.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
404,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
405,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
406,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
407,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
408,14.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
409,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
