,id,score,content,time,watashi,danna,kodomo,oya,子供,旦那,私,親
10,6439889.0,-0.4855774815350877,未婚シングルマザーの24歳です。実家で、シングルマザーで３人の子どもを育てた母と同居しています。 現在息子は６ヶ月で、私は育休中です。  あまり例のないことだとは思いますが少し意見が聞きたいと思い投稿しました。 長い文章で読みづらいと思いますが良ければお付き合いください。  息子の父親にあたる人は23歳で付き合っていた当初から２人の子供が欲しい、できたら嬉しいと言われていて名前まで決めていました。 そこに今の息子ができ、最初は一緒に育てると言われていたのですが妊娠発覚後１ヶ月経ったくらいから「やっぱり俺に父親になれる自信がない、堕ろして欲しい」と言われました。 私は彼に対して「絶対後で後悔すると思うから、まずは一緒に育ててみればいいじゃん。どうしてもムリならあとで離婚したっていいんだし。」と説得しましたが応じず無理の一点張りでした。 ですが私は子どもが大好きですし、世の中不妊治療をしても授かれない方がたくさんいるのも知っています。子どもができたことが幸せで奇跡なことも知っています。それにこんな私を選んで私のところに来てくれた子どもに対してそんな残酷な選択なんてできませんでした。 堕ろすという選択なんて私の中には最初からありませんでした。 堕ろすくらいなら一人で産んで育てると覚悟し、彼と彼の両親と私の母とも話し合い、認知届けを出し養育費をもらうことで話はまとまりました。 本当はお金もいらないくらい関わりたくなかったのですが離婚経験者の友人や先輩などから子どものためにもお金はいくらあったって良いんだから、もらえるものはもらっとけと言われ受け取っています。  この時点で私には母の助けを借りることになりますが、未婚のシングルで幸せになると決意していたのです。 母もシングルで子ども（私の弟と妹）もみんな出ていて、彼氏もいないですし、今後１人になるのは心配だったのもあります。 なので毎日、母と私と息子で３人で楽しく暮らしていました。   彼は私の前の前に付き合っていた女性と私と別れた後すぐに復縁しているそうです。   そこに突然１２月の中旬にプレゼントがあるから会いたいと言われ、気が進まなかったのですが一応養育費ももらっているし、私としては息子の物心着く前までなら会わせてあげて自分がどれだけ愚かな選択をしたのか分かればいいと思い会いました。 （実家に来てもらうかたちで20分くらいです）  その時はすぐ帰りましたが、後日また連絡が来ました。 12月末に会いたいと。 私は本当に会いたくなかったですが、やはり息子の父親だということには変わりないので、仕方なく会いました。 こんなことが今後続くのも嫌でしたし「今後会わせるなら物心着く前まで」ということも伝えようと思ったのです。  そしたら帰りに少し２人で話したいと言われ、復縁を迫られました。 私の気持ち的にはやっぱりどう考えても一度投げ出しといて、ほかに女も作ってる人と戻りたいとは思えず、これから取ろうとしている資格もありますし、何より今が凄く幸せなので無理だと伝えました。ただ、息子の父親ではあるから息子のことを考えるとわからないとも言いました。  彼が帰った後、私の母とも話し合い、「彼は彼なりに考えて後悔してるんだと思う、少し遅いけど。やっぱり男の子に父親がいないのはどうなんだろう」ということで良く考えてから決めなさいと言われました。  母が今は主としているこの家庭を私が今後は主としていこうと考えており（持ち家ですがマンションでローンを組んでいるので、家賃や光熱費、食費や全てのことです。今は育休中なので母が少し家にお金入れてくれてれば良いよとのことなのでお言葉に甘えています。）特に家を出ることも考えていません。 世間からしたら甘い考えでシングルマザーをやっていると思われるかもしれませんが。   今の環境に満足しています。 この幸せを壊して欲しくないです。 一番信じて頼りにしたかった妊娠中に裏切られ、私から離れていった人です。 もう一度、私と息子を支えていくチャンスが欲しいと言われました。 私にはそれは彼が 自分のことしか考えていないように感じます。実際、先日久し振りに息子と私に会って（産院で会っているので）、幸せな空間に自分がいないことがなんでなんだろうと後悔した、と言われました。 本当に私と息子のことを考えているのであればもう目の前に現れないで欲しい、息子が大きくなり自分の父親のことを知りたいと思った時に会ってくれれば良いと思うのです。  子どもは繊細です。子どものことを思って復縁したとしても私の彼に対する気持ちが０ならきっとそれを見破ると思うのです。 仮面夫婦で一緒に育てるのと片親だけど親子仲良しで毎日笑顔に溢れている中で育てるのだとどちらが幸せなのでしょうか。 私は後者だと思うのです。  この考え方は間違っているのでしょうか？  正直、私は彼の顔も見たくありません。 息子が生まれた時、一応血縁なので知らせたところ産院に来ました。それから退院まで毎日来られ、私の心はボロボロになりました。顔も見たくないし無責任ヤツ会いたくなくて、父親ヅラされたくなくて、ただでさえ産後でデリケートな時期に毎日顔を合わせるなんて本当にシンドくて。最終的には面会拒否しました。 それくらい嫌で、退院した後は一切連絡なかったので清々しい気持ちで過ごしていたところにこうなりました。  彼が帰った後、２人で会いたいと言われたので、 今の私の気持ちと散々無責任な行動をした彼の言葉や考えをもう一度改めて考えて、身辺整理もしてから、それでも気持ちが変わらないなら春にまた連絡をしてくれとを綴った長文のLINEを送りました。  彼は気持ちは変わらないけど春にまた連絡すると言っていました。 私は春に連絡をもらってもやっぱり一緒になりたくありません。 彼は自己中すぎではないでしょうか？ 私の気持ちが母親として幼いのでしょうか？ 息子のためを思ったら復縁した方が良いのでしょうか？ 正直シングルでも母親がいつも笑顔で子どものことを愛していれば子どもは幸せだと思うのです。 これは私のエゴなのでしょうか？   最後まで読んでくれた方、ありがとうございます。 まとまりのない、色々飛び散った乱文で分かりづらかったと思いますが読んでくださった方はどう思いましたか？ 息子の人生がかかったことなので色々な方の意見が聞きたいと思い投稿させていただきました。 なかなかある事ではないと思いますが良ければご意見聞かせてください。 誹謗中傷はご遠慮ください。 よろしくお願いいたします。,0,,,,,1.0,1.0,1.0,1.0
11,6439890.0,-0.46448825,明けましておめでとうございます！！ 私の年明けは、娘が起きた為、添い乳授乳でした笑。 皆さんにとって良い年でありますように❤️,0,,,,,1.0,0.0,1.0,0.0
12,6439892.0,-0.7282129642857142,新年早々愚痴になります。 旦那が手を洗いません。 先程もホタテの刺身といくらを食べ、こぼして手で食べており、口の中に何か引っかかったのか指をいれたあと、そのまま子どもの手を触りました。 お酒も飲んでいるし、生物を食べたり触ったりしているので危険かと思いすぐに子どもの手を洗ったら、俺をばい菌扱いしやがって、お前らにはもう一生関わらない、お前のそういうところが気持ち悪いんだよと言われました。 流石に生物を触った手ではと言いかけたところで、知らねえよと怒鳴られ、そのまま酔っ払って寝ています。 私が気にしすぎなのでしょうか？,0,,,,,1.0,1.0,1.0,0.0
13,6439894.0,-0.4340897,大晦日に旦那にイライラしたーー  今日くらいは起きてる😆？と娘に言い(普段は20時半就寝)、娘も乗り気。 結局娘はママママ～と構ってオーラ全開。 旦那も積極的に遊んではいたけど合間にテレビやらスマホやら。そしてまたママ～と。 いつもならやっとゆっくり出来る時間なのにお前が起こしてたんだろ！ずっと相手してやれよ😫とイライラ。  結局ソファで私が絵本読んでたら寝た娘。 可哀想な事したなぁ… 寝かしつけが完全私だった去年までは強制的に娘寝室に連れてってたけど最近は夫婦で寝かせてた事もあって強く言えず。  そして旦那も年越し前にソファで寝てるし。イラッ！！笑,0,,,,,1.0,1.0,1.0,0.0
14,6439903.0,-0.3722400444444445,年明け前から胎動始まった😊😍❣️ 夫も長男も爆睡の年明けの中 お腹の子どもと二人っきり❤で なんだか不思議( ˆ ˆ )/♡ あけましておめでとう！,0,,,,,1.0,1.0,0.0,0.0
15,6439908.0,-0.5435784888888888,都内で中古のマンションを購入して数ヶ月です。 入居したときからわりと上下の音が聞こえます。。扉を閉める音、足音が聞こえることもあります。声は聞こえたことは無かったのですが、今日は大晦日ということもあり、さわいでいる声がお隣から聞こえてきました。 小さい子供が自分にもいるのでおなじくらい迷惑かけているかとおもいますが、やはりマンションの防音レベルってそんなものなのでしょうか。 お隣も上下も非常識なことはなく、普通の生活をしていると思います。（大晦日の騒ぎは多少仕方ないかな） ローン組んで頑張って買ったのに悲しくなります。どうしようもないマンションを買ってしまったのかな。。 共働きなので管理は誰かにしてほしいし、腰痛持ちなので、戸建ては考えませんでした。 お高いマンションシリーズなんかにしてたら違ったのかなぁと後悔しています。　 旦那に相談したら、そんなに嫌なら出て行けばと言われました。 マンションに住むなら、我慢すべきなのでしょうか。 同じような悩みをお持ちの方、また、乗り越えた方、コメントいただけたらうれしいです。 神経質な性格はやっかいで、なかなか旦那含め周りにわかってもらえないです。,0,,,,,1.0,1.0,1.0,0.0
16,6439915.0,-0.252179,あけましておめでとうございます。 昨年はママリに支えられ、ママリのおかげで成長できた一年でした。みなさんに本当に感謝しています。こんなぶっとんだ奴にコメントをくださっているみなさん、本当にありがとうございます。私は本当に救われています。生きることが楽しくなった。  あと家族ありがとう。ほんとに。 職場の人もありがとう。 歩いててすれ違った人もみんなありがとう。  こんな人間ですが、 今年もよろしくお願いいたします。,0,,,,,0.0,0.0,1.0,0.0
17,6439916.0,-0.9097485,あけましておめでとうございます♡˖꒰ᵕ༚ᵕ⑅꒱ 今年もママリにお世話になると思うので よろしくお願いします(๑•ω•๑)♡  去年のこの時間は 娘が数ヶ月で寝てたな😂 ,0,,,,,1.0,0.0,1.0,0.0
18,6439919.0,-0.6293297181818182,子供の夜泣きで抱っこ紐収納してゆらゆらしてたら年が明けてた… 子供いると年越しとかその程度のイベントになるのね。,0,,,,,1.0,0.0,0.0,0.0
19,6439920.0,-0.6543281841875,夜の授乳間隔どれくらいですか？  生後2ヶ月。もうすぐ3ヶ月になる娘がいます。 最近、生後2ヶ月過ぎてからか夜グッと寝てくれるようになり4〜5時間通して寝てくれること増えました。 大体、21時から22時くらいに就寝→2時から3時くらいに一度オムツ汚れてるため起きます。その後、授乳するのですが、その前の授乳が20時前後のことが多く、6時間くらい空いてしまいます。 脱水とかも心配ですが、無理に起こして飲ませるかそのまま起きるまでそっとしとくか悩んでます。  みなさんどうされてますか？,0,,,,,1.0,0.0,0.0,0.0
20,6439922.0,-0.4242133333333333, 息子夜泣きしまくりー！！！  Happy new year！！ ,0,,,,,1.0,0.0,0.0,0.0
21,6439927.0,-0.984295,義親に新年の挨拶どんな言葉がいいですかね(Ｔ▽Ｔ),0,,,,,0.0,0.0,0.0,1.0
22,6439928.0,-0.5693766998039216,田舎の長男嫁。どんな感じですか？？  結婚3年目です。子供1人います。 旦那は長男です。姉もおり、結婚しています。 私と旦那は義実家から2時間程離れています。  義実家は  本当に田舎です。 猪や鹿います。 この前びっくりしたのが、旦那の祖父の三回忌 でした。家に住職さんが来てお経を唱えて 住職さんたちと14時〜18時まで食事でワイワイ... 女性陣たちはせっせとご飯作り。 住職さんと男性陣は酔っ払っている...  そして義母は 嫁は嫁いだら、朝5時に起き皆の弁当作り&朝食作り そして皆を起こすのよ。最近の嫁は甘えてる。 発言...絶対無理だと感じました。  将来絶対田舎に住みたくないし介護したくないです。 今後旦那の仕事の都合でもっと離れた所に住みます。 マイホームを建てて、共働きで返済していくつもりです。 もし、田舎に住んで介護になるくらいなら離婚したいです😂  田舎の人と結婚した方。 どんな感じですか？？,0,,,,,1.0,1.0,1.0,1.0
23,6439932.0,-0.298860809090909,あけましておめでとうございます🎍  旦那とケンカしてスッキリしないまま、気づいたら年越してたという残念なパターンで新年を迎えました🤣  昨年は家族が増え、イライラしたり泣いたりばかりでしたが今年は笑って過ごしたいです😆  1週間後から息子は慣らし保育…。 楽しんでくれますよーに。  みなさん幸多き一年になりますように💕 本年もよろしくお願いします‼️,0,,,,,1.0,1.0,0.0,0.0
24,6439933.0,-0.3825943344444444,カウントダウン、、 テレビもいいところだったのに(T_T)  末っ子夜泣き😂👏 旦那に行かせたけど泣き止まずヒートアップ！  観念しておっぱい😭 すぐに静かに。しかし寝ない😂👏  添い乳しながら、ハッピーニューイヤー！ こんなもんだよね😂😂😂  しかしテレビ見たかったぁ😭😭😭😭,0,,,,,0.0,1.0,0.0,0.0
25,6439934.0,-0.748833923076923,子供が初めて発熱したのに旦那ってお酒飲みますか？ 休みだし大晦日だしと思うけど、、💦   旦那家にいるのに一人で看病してます  改めて 質問なんですが初めて発熱して咳も痰がらみがひどくて何度も起きちゃいます。  １７時ころから熱は37.9度 、ずっと下がらないです #8000に電話したら熱は様子見で咳が止まらなくてねれなかったら受診してくださいと返答されました いまのとこ寝れてるので大丈夫かなと💦  普段スリーパー着て、足元だけ布団かけてます。 冷やしたりしたほうがいいんですかね？ 初めてで、不安いっぱいです。 なにかした方がいいとかアドバイスあればよろしくお願いします,0,,,,,1.0,1.0,0.0,0.0
26,6439938.0,-0.5590276107142856,一歳十ヶ月の男の子ですが、とにかくよく動き回ります。落ちつきがないというか、（おとなしく座ってテレビを見てるときもたまにあります）スーパーのカートには絶対乗ってくれないし。抱っこされてないと嫌な時と歩きたくて暴れたりします。よその子はおりこうさんにカートに乗っているのになぁって思います。あと、わたしが病院へ連れて行くと待合室でちょこちょこ歩き回り、じっとしてませんが、じいじばあばと病院へ行くとおとなしく抱っこされてていっさいグズったりしないそうです。。。どうしてなんだろう？ こういう経験の方いますか？,0,,,,,0.0,0.0,1.0,0.0
27,6439939.0,0.999995,あけましておめでとうございます！ 今年もママリ大活躍になりそうです！ 皆さまよろしくお願いします(^^) 良い一年になりますように(o^^o),0,,,,,0.0,0.0,1.0,0.0
28,6439943.0,-0.4589756875,新年なのに旦那は飲みに出て不在。 生後一ヶ月の娘は泣きっぱなし。 笑顔で新年迎えようと紅白みながら歌ったり 明るくいようとおもったけど… 虚しくなります…。 独身時代が恋しいです…,0,,,,,1.0,1.0,0.0,0.0
29,6439949.0,-0.44244275,諸事情により おめでとうとは言えない  2019年もよろしくお願いします！  いつもなら寝てるはずの娘がまだ起きてる（笑） 娘と年越した！  実家にいるから 旦那は家で年越した（笑）,0,,,,,1.0,1.0,0.0,1.0
30,6439950.0,-0.7033996333333333,最悪だー。 ジャニーズカウントダウン見て年越しが恒例なのに 録画してる格闘技見られて 嫌だと言ったらゆく年くる年に変えられて イラついてたら子供も起きてギャン泣き(笑)  あー。ウザイ 正月なんかなくていいなー😅 料理作ったりするだけでバタバタ疲れるだけだ,0,,,,,1.0,0.0,0.0,0.0
31,6439951.0,-0.763962625,聞いてください！ 今息子が年明けてそうそう 寝ながら笑ってました😂 なんだか今年はいい年になりそうです( 笑 ) あっみなさま明けましたおめでとうございます✨,0,,,,,1.0,0.0,0.0,0.0
32,6439952.0,-0.6757142166666666,あけましておめでとうございます。   昨日7ヶ月の息子の片目が少し充血黄色い目やにがでていました 今日の朝起きるとそれが両目になりました。  年末年始なので病院は開いていません。  今寝ている息子を見ると目の周りが目やにで固まっていてめをひらけられるのか心配です😭  今日は1月1日。病院はどこも4日からでした。。,0,,,,,1.0,0.0,0.0,0.0
33,6439959.0,-0.6557133703703704,誰か聞いてください！ カウントダウン終わった瞬間、旦那と大ゲンカしました！ 旦那はリビング、私は子供の横でイヤホンして、浜崎あゆみのライブを見てました！ 明けた瞬間、旦那が来ておい！明けたぞ！と言ってきたので、おめでとう〜！と言ったら、 ちゃんと挨拶もできないのか！とめちゃくちゃキレて、加湿器蹴って、バラバラになりました… すごく怖いです 旦那は明けましておめでとうございます。と敬語で正座してしなきゃいけないらしくて、実家に行ったときはしますが、旦那と2人きりのときはしてなくて、怒られました。  今も呼び出されてすごい形相で怒られます。 私も言い返してしまったのですが、こわいです。   どうしたらいいですか,0,,,,,1.0,1.0,1.0,1.0
34,6439963.0,-0.5669612049999999,年子男の子3人のママしてます😄  最近旦那が女の子がどうしても欲しいと言い出しました😓   確かに私も女の子は欲しい気持ちはありますが、今3人の育児でもいっぱいいっぱいなので無理😫と言いましたがどうしてもと‥💦  旦那は４人目を最後で頑張りたいといいます💦  4人目が産まれたら生活費10万アップと育児に今まで以上に参加すると言ってますが、会社を経営しており多忙なので育児参加は初めだけでおそらく難しくなっていくと思います。  お金関係は信頼できるタイプなので10万UPは確実かと思いますが皆さんならどうされますか?  私も女の子は欲しい気持ちがあるので揺れてます😫,0,,,,,0.0,1.0,1.0,0.0
35,6439966.0,-0.6603493,新年早々ほんと腹立つ。 確かに年末なのに夜遅くまで働いて疲れてるかもしれないけど、今日は私だって母に子供見てもらって仕事行ってたし。  なんでも自分だけしんどいってアピールほんとやめて。 こっちは今肋骨ヒビ入ってるのに（笑）,0,,,,,1.0,0.0,1.0,0.0
36,6439967.0,-0.5761024454545455,甘酒が飲みたくて仕方ない、、。実家で年越しに作る甘酒。酒屋からの大きくて立派な酒粕…MORINAGAの甘酒でさえ、我慢したのに。 部屋にいい匂いが…甘酒が飲みたくて仕方ない。,0,,,,,0.0,0.0,0.0,1.0
37,6439970.0,-0.7547422666666667,29日にインフル反応からの高熱、、 今朝解熱したかと思えば今また高熱、、😭 12/17の高熱から咳が止まらず小児科に何度か行ったのがダメだったみたいです。 いい加減心労と疲労で泣きたい😭😭 年末年始なのに、、 もし痙攣したらお正月から救急車呼ぶつもりです、、 1番辛いのは娘ですが、いい加減安心したい😭😭 年明け早々失礼しました。,0,,,,,1.0,0.0,0.0,0.0
38,6439973.0,-0.5872316923076923,明けましておめでとうございます🎍 リビングでジャニーズ見てたけど、年越しは娘のそばでしたくって歯磨いてベットへ… スヤスマ気持ち良さそうに眠る娘を見ながら年越し😊 今年はたくさんお話し出来るようになるんだろうなぁ。 たくさん食べてたくさん遊んでどんどん大きくなってね。 少し寂しいけど😢 あなたの成長を一番近くで見れて本当に幸せ💕です。,0,,,,,1.0,0.0,0.0,0.0
39,6439977.0,-0.4968252352941176,大東建託でお住まいの方！ 内見の時にまだ掃除前でドアにシミとかあったんですけど、「これ綺麗になりますか？」って聞くと「もちろん！クリーニングの費用の範囲内で頑張らせてもらいます」つて少し濁した感じで言われたんですが…契約して引渡してもらって旦那が先に見に行ったらしいんですけど、シミが全然とれてなかったらしいんです💦 私は4日に初めて行くのでまだ見てないんですけど、大東の営業所に電話しようと思ってます！ キレイになりますよね？😅 大東で同じ経験された方いますか？,0,,,,,0.0,1.0,1.0,0.0
40,6439979.0,-0.4580604615384616,新年おめでとうございます㊗️ 私は子供の寝顔を見つつ一人でお酒飲んでます 今年も皆様にとっておもいがけなく素晴らしい出来事が起こりますよう心より願っております^_^,0,,,,,1.0,0.0,1.0,0.0
41,6439983.0,-0.56724705,息子誕生日おめでとうおめでとうおめでとうおめでとう  風邪もひくことなく、怪我もすることなく、 無事１歳になりました(ToT)(ToT)  生まれたときから抱っこマン、昼夜問わずまとめて寝ないし、食も細いのは変わらず。  このまま我が強くなっていくのは見え見えだけど、 構えて待ってるよ〜！  起きたら目一杯祝わせてもらおう。 生まれてきてくれてありがとう。 さっそく夜泣きにイライラしてごめんねえ。,0,,,,,1.0,0.0,0.0,0.0
42,6439988.0,-0.5962226923076923,愚痴です。 新年早々本当に最悪です。 私の親戚のうちに行った旦那、酔いすぎて空気よめずベラベラと一人しゃべり、人の話を聞かずベラベラ、帰ってきたら床で嘔吐、私の毎年の楽しみのジャニーズカウコンもみれず、新年早々嘔吐の処理、本当なんで結婚したんだとつくづく思います。 空気よめない旦那どう対応すれば良いか本当謎です。,0,,,,,0.0,1.0,1.0,1.0
43,6439989.0,-0.6883089166666667,やってしまった⤵️ 普段から旦那の言動にイライラしてはいたけど我慢してきて… ついにキレちゃった…しかも年明け寸前に⤵️⤵️寝落ちして年明けてから顔合わせてないけど、新年早々どんな顔すればいいんだろ(>_<),0,,,,,0.0,1.0,0.0,0.0
44,6439991.0,-0.620329536,12月31日まで、義実家で5連泊かなり疲れてました！！ 疲れたあげく、年賀状を書き忘れたみたいで、去年の年賀状を出せと言われたけどどこにあるのか忘れてしまって30分程私が探して（私が去年片付けました）旦那が書いてからポストに投函自分でしに行ってら子供の寝かしつけをすると言いだして大晦日は子供と年を迎えたかったので電気消されてかなり腹が立ちました！！しかも、離婚したいまで言われてかなり腹がたちます！！ バカだから仕方ないけど！ 旦那の行動どうおもいますか？？,0,,,,,1.0,1.0,1.0,1.0
45,6439993.0,-0.6080528199999999,今年旦那の方の祖母が亡くなりました。   さっき義姉に挨拶連絡しなくてはと、あけましておめでとうLINE送ってしまいました、  本当に反省してます。 なんと謝ればいいと思いますか？,0,,,,,0.0,1.0,0.0,1.0
46,6439994.0,-0.4820182761904761,最悪の年越し。、 みなさんはどんな年越しでしたか？ 私は、旦那と別々の部屋に 居たので59分に同じ部屋に 行ったら何？ってキレられて 別の部屋に出ていかれました。 なんでこんな人と結婚したんだろ。 新年の挨拶もろくにできなきゃ まじでほんと今年中には スピード離婚かしら？とりあえず 旦那が休みに入ってから イライラが止まらないので 早く仕事始まってほしい。 あーほんとむかつく。,0,,,,,0.0,1.0,1.0,0.0
47,6439995.0,-0.5968485,私の誕生日が12月03日なんですが 免許更新忘れてて今思い出しました笑笑  免許更新は誕生日の前後１ヶ月なんですが 年末年始休み重なってて この場合は 誕生日の1ヶ月後の日付の翌日までは 大丈夫みたいなんですが ほんとですかね？ 地域によって変わるのでしょうか？ ,0,,,,,0.0,1.0,1.0,0.0
48,6439996.0,-0.40889755,お年玉について旦那になんて言えばいいのか悩んでます   旦那の実家に来てますが、旦那のいとこ小学生2人と中学生1人も一緒に住んでます  旦那は社会人になってカッコつけたくて、小学生五千円、中学生1万円をあげたいといいます  もちろんお世話になってたらいいのですが、この家族からは結婚祝いも出産祝いも何ももらってないので正直もう少し安くてもいいのではないかと思います、、  でも旦那はこのくらいが普通っていうし、、  私たちはまだ20代前半夫婦だし、交通費で6万円もかかってるし、こっちに来てからのお買い物すべて出してるし、、  小学生3千円、中学生五千円でも安くないですよね、、？  ,0,,,,,0.0,1.0,1.0,1.0
49,6440002.0,-0.2848251999999999,ジャニーズカウントダウンライブ観ています。 胎動がすごいすごい！！！ 音楽聞こえてるのかな？ノリノリ？ いつか子供とカウントダウンライブ行ったりするのかなぁ。 そんな日が楽しみ😍,0,,,,,1.0,0.0,0.0,0.0
50,6440007.0,-0.6191953636363636, みなさん！ あけましておめでとうございます☆  仕事で疲れている旦那爆睡。 娘ももちろんスヤスヤ… 一人で新年迎えましたー…笑  まだ眠くないし今から仕事の書き物 しようかな😭 ,0,,,,,1.0,1.0,0.0,0.0
51,6440011.0,-0.6399984545454546,旦那の体調悪いアピールがヤダー🤣 頭痛くて熱が36.9℃とかたいしたことないじゃんー お薬飲んで夜ふかしせずネンネしてくださーい 週一で体調悪いアピールするし症状もたいしたことないから心配できないよー てかあなたが頭痛いのは寝すぎか、明け方までぶっ通しでゲームしてるせいかのどっちかだから🤣🤣 私が38.5℃の熱出したとき、あなたがゲームしてて息子のお世話はフラフラになりながら私がしてたこと今でも根に持ってますからねー,0,,,,,1.0,1.0,1.0,0.0
52,6440012.0,-0.6353176857142857,あけましておめでとうございます❤️ 皆様にとって幸せな一年になりますように✨  新年早々、相談があります🙏💦 4ヶ月の娘ですが、元々そんなにまとめて寝たりは してくれてなかったのですが 最近一段と寝てくれる時間が短くてすぐ起きます！ 昼寝も30分で起きたりする事が多いです💦 夜もひどい時は1時間毎に起きます…  寝かしつけの時は3ヶ月頃から添い寝してたら 勝手に寝てくれてたんですけど それも厳しくなってきて最終添い乳で寝てます💦  ここ最近変わった事といえば ミルクをあげる回数を増やして母乳をあげる事が 極端に減った事で、それによって 1日の飲む量も足りてないかもしれません💦  これとは関係ないかもしれませんが 何故寝てくれなくなったのでしょうか…  いつから寝てくれるのでしょうか…  慣れたとはいえ、ゆっくり寝たいです😭,0,,,,,1.0,0.0,0.0,0.0
53,6440013.0,-0.5442323454545455,あけましておめでとうございます✨ 今年初の娘の寝言は  ここじゃんね～ ここ押せばいいじゃんね～ パパの…  でした笑 どんな夢見てるんだー😂 何を押すんだー😂  今年は数年ぶりに仕事を始めるし また忙しくなるんだろうなあ🤔 今年もたくさん笑おうね♥️ ,0,,,,,1.0,1.0,0.0,0.0
54,6440020.0,-0.4249765714285714,汚い話しですいません、旦那の実家に行ったら旦那のとなりの部屋から、旦那のお兄さん夫婦の仲良しの音が丸聞こえ(・・;) 明日の朝、旦那のお兄さん夫婦とどう接したらいいでしょうか、旦那はお前は口が軽いから余計な事は一切喋るなと言われました、すいません教えて下さい,0,,,,,0.0,1.0,0.0,1.0
55,6440025.0,-0.5044673777777777,みなさんお出かけの時のミルク冷やすのはどうしていますか？水を足していますか？ 親族の集まりがあるので冷やすのに水を買おうと思うんですけど、やっぱり西松屋とかに売ってるPigeonの水とかがいいんですかね？,0,,,,,0.0,0.0,0.0,1.0
56,6440027.0,-0.664537923076923,年明け早々夫婦喧嘩です。 聞いてください(>_<) 私「来年の目標とかあるー？」 旦那「...」 私「え？」 無の時間が二分ほど。 私「来年も現状維持かなー」 旦那「...」 私「え？」 無の時間再び。 私「聞いてる？」 旦那「うーん、何なん急に(スマホゲーム中)」  そこから、私「普通の会話なんだけど！」 旦那「そんなの聞かれても困るよ、めんどうだし」と。  どちらかと言うと無口な人ですが、 年末らしい会話もできんのかい！ めんどいん？もぉ寝ろや！とイライラ⚡   ,0,,,,,0.0,1.0,1.0,0.0
57,6440029.0,-0.2170478571428571,自衛官の夫婦の方いらっしゃりますか⁇ 旦那が自衛官なのですが、最近パート働きの私に自衛隊入れば⁇夫婦で自衛官ならいい暮らしできるよと、言ってきました。そりゃ夫婦で国家公務員なら安心はするかもですが、身寄りもない生活の中子育て家事パートで手一杯なのに、どうしようと悩んでいます。保育所以外助けなしで、自衛官夫婦で育児なんてやっていけるのでしょうか？,0,,,,,0.0,1.0,1.0,0.0
58,6440031.0,-0.2825115533333333,明けましておめでとうございます🙌✨  新年早々質問なんですが…😅 明日子供に初めて煮物を取り分けにしようと思うのですが、もうまとめて普通に味付けて作ってしまいました💦💦(作ってから取り分けを閃いたので😅) 大人と同じ味付けにしてしまったらもう取り分けできないですよね😳?? こうすれば味が薄くなるからあげれるよとか知ってる方いらしたら教えてください🤣💦 ,0,,,,,1.0,0.0,0.0,0.0
59,6440032.0,-0.6070458000000001,今年も宜しくお願いいたします。 今日突然足がかゆくなり、書いてたら赤いボツボツが広がり、両足〔すね、ふくらはぎ〕までひろがってしまいました。 乾燥ですかね？右手の甲も親指ふきんが赤いボツボツができてかゆいです。,0,,,,,0.0,0.0,0.0,1.0
