,id,score,content,time,家族,出産,子供,健康,私,お金
10,6439931.0,0.0,離乳食初期についてです😭 1人目がぱくぱく完食してくれる子で 苦労しなかったのであまり離乳食初期を覚えていなくて 離乳食初期について教えてください！  お粥は全て完食するのですが 野菜が食べづらいみたいでごっくんできません！ 今は野菜を裏ごししてあげてるんですが、 トロミって初期から付けましたっけ？ あんまり食べづらそうだったので お粥に混ぜてあげたら食べてましたが それだと食べる練習にならないし、 食材の味や舌触りなども楽しめないかなと思い どうしたらいいか困っています😱,0,0,1,1,0,0,0
11,6439932.0,0.0,あけましておめでとうございます🎍  旦那とケンカしてスッキリしないまま、気づいたら年越してたという残念なパターンで新年を迎えました🤣  昨年は家族が増え、イライラしたり泣いたりばかりでしたが今年は笑って過ごしたいです😆  1週間後から息子は慣らし保育…。 楽しんでくれますよーに。  みなさん幸多き一年になりますように💕 本年もよろしくお願いします‼️,0,1,0,1,0,0,0
12,6439933.0,0.0,カウントダウン、、 テレビもいいところだったのに(T_T)  末っ子夜泣き😂👏 旦那に行かせたけど泣き止まずヒートアップ！  観念しておっぱい😭 すぐに静かに。しかし寝ない😂👏  添い乳しながら、ハッピーニューイヤー！ こんなもんだよね😂😂😂  しかしテレビ見たかったぁ😭😭😭😭,0,1,1,1,0,0,0
13,6439934.0,0.0,子供が初めて発熱したのに旦那ってお酒飲みますか？ 休みだし大晦日だしと思うけど、、💦   旦那家にいるのに一人で看病してます  改めて 質問なんですが初めて発熱して咳も痰がらみがひどくて何度も起きちゃいます。  １７時ころから熱は37.9度 、ずっと下がらないです #8000に電話したら熱は様子見で咳が止まらなくてねれなかったら受診してくださいと返答されました いまのとこ寝れてるので大丈夫かなと💦  普段スリーパー着て、足元だけ布団かけてます。 冷やしたりしたほうがいいんですかね？ 初めてで、不安いっぱいです。 なにかした方がいいとかアドバイスあればよろしくお願いします,0,1,0,1,1,0,0
14,6439938.0,0.0,一歳十ヶ月の男の子ですが、とにかくよく動き回ります。落ちつきがないというか、（おとなしく座ってテレビを見てるときもたまにあります）スーパーのカートには絶対乗ってくれないし。抱っこされてないと嫌な時と歩きたくて暴れたりします。よその子はおりこうさんにカートに乗っているのになぁって思います。あと、わたしが病院へ連れて行くと待合室でちょこちょこ歩き回り、じっとしてませんが、じいじばあばと病院へ行くとおとなしく抱っこされてていっさいグズったりしないそうです。。。どうしてなんだろう？ こういう経験の方いますか？,0,0,0,1,1,1,0
15,6439943.0,0.0,新年なのに旦那は飲みに出て不在。 生後一ヶ月の娘は泣きっぱなし。 笑顔で新年迎えようと紅白みながら歌ったり 明るくいようとおもったけど… 虚しくなります…。 独身時代が恋しいです…,0,1,0,1,0,0,0
16,6439949.0,0.0,諸事情により おめでとうとは言えない  2019年もよろしくお願いします！  いつもなら寝てるはずの娘がまだ起きてる（笑） 娘と年越した！  実家にいるから 旦那は家で年越した（笑）,0,1,0,1,0,0,0
17,6439952.0,0.0,あけましておめでとうございます。   昨日7ヶ月の息子の片目が少し充血黄色い目やにがでていました 今日の朝起きるとそれが両目になりました。  年末年始なので病院は開いていません。  今寝ている息子を見ると目の周りが目やにで固まっていてめをひらけられるのか心配です😭  今日は1月1日。病院はどこも4日からでした。。,0,0,0,1,1,0,0
18,6439959.0,0.0,誰か聞いてください！ カウントダウン終わった瞬間、旦那と大ゲンカしました！ 旦那はリビング、私は子供の横でイヤホンして、浜崎あゆみのライブを見てました！ 明けた瞬間、旦那が来ておい！明けたぞ！と言ってきたので、おめでとう〜！と言ったら、 ちゃんと挨拶もできないのか！とめちゃくちゃキレて、加湿器蹴って、バラバラになりました… すごく怖いです 旦那は明けましておめでとうございます。と敬語で正座してしなきゃいけないらしくて、実家に行ったときはしますが、旦那と2人きりのときはしてなくて、怒られました。  今も呼び出されてすごい形相で怒られます。 私も言い返してしまったのですが、こわいです。   どうしたらいいですか,0,1,0,1,0,1,0
19,6439963.0,0.0,年子男の子3人のママしてます😄  最近旦那が女の子がどうしても欲しいと言い出しました😓   確かに私も女の子は欲しい気持ちはありますが、今3人の育児でもいっぱいいっぱいなので無理😫と言いましたがどうしてもと‥💦  旦那は４人目を最後で頑張りたいといいます💦  4人目が産まれたら生活費10万アップと育児に今まで以上に参加すると言ってますが、会社を経営しており多忙なので育児参加は初めだけでおそらく難しくなっていくと思います。  お金関係は信頼できるタイプなので10万UPは確実かと思いますが皆さんならどうされますか?  私も女の子は欲しい気持ちがあるので揺れてます😫,0,1,0,1,0,1,1
20,6439966.0,0.0,新年早々ほんと腹立つ。 確かに年末なのに夜遅くまで働いて疲れてるかもしれないけど、今日は私だって母に子供見てもらって仕事行ってたし。  なんでも自分だけしんどいってアピールほんとやめて。 こっちは今肋骨ヒビ入ってるのに（笑）,0,0,0,1,0,1,1
21,6439970.0,0.0,29日にインフル反応からの高熱、、 今朝解熱したかと思えば今また高熱、、😭 12/17の高熱から咳が止まらず小児科に何度か行ったのがダメだったみたいです。 いい加減心労と疲労で泣きたい😭😭 年末年始なのに、、 もし痙攣したらお正月から救急車呼ぶつもりです、、 1番辛いのは娘ですが、いい加減安心したい😭😭 年明け早々失礼しました。,0,0,0,1,1,0,0
22,6439977.0,0.0,大東建託でお住まいの方！ 内見の時にまだ掃除前でドアにシミとかあったんですけど、「これ綺麗になりますか？」って聞くと「もちろん！クリーニングの費用の範囲内で頑張らせてもらいます」つて少し濁した感じで言われたんですが…契約して引渡してもらって旦那が先に見に行ったらしいんですけど、シミが全然とれてなかったらしいんです💦 私は4日に初めて行くのでまだ見てないんですけど、大東の営業所に電話しようと思ってます！ キレイになりますよね？😅 大東で同じ経験された方いますか？,0,1,0,0,0,1,0
23,6439979.0,0.0,新年おめでとうございます㊗️ 私は子供の寝顔を見つつ一人でお酒飲んでます 今年も皆様にとっておもいがけなく素晴らしい出来事が起こりますよう心より願っております^_^,0,0,0,1,0,1,0
24,6439983.0,0.0,息子誕生日おめでとうおめでとうおめでとうおめでとう  風邪もひくことなく、怪我もすることなく、 無事１歳になりました(ToT)(ToT)  生まれたときから抱っこマン、昼夜問わずまとめて寝ないし、食も細いのは変わらず。  このまま我が強くなっていくのは見え見えだけど、 構えて待ってるよ〜！  起きたら目一杯祝わせてもらおう。 生まれてきてくれてありがとう。 さっそく夜泣きにイライラしてごめんねえ。,0,0,0,1,1,0,0
25,6439988.0,0.0,愚痴です。 新年早々本当に最悪です。 私の親戚のうちに行った旦那、酔いすぎて空気よめずベラベラと一人しゃべり、人の話を聞かずベラベラ、帰ってきたら床で嘔吐、私の毎年の楽しみのジャニーズカウコンもみれず、新年早々嘔吐の処理、本当なんで結婚したんだとつくづく思います。 空気よめない旦那どう対応すれば良いか本当謎です。,0,1,0,0,0,1,0
26,6439990.0,0.0,生後3ヶ月です！ 体重がなかなか増えず悩んでます。 2300gで産まれ、もうすぐ5キロくらいです。  授乳回数は7〜8回、 １日1回だけミルク100作りますが 全部飲むことの方が少ないです。 他は母乳です。  母乳の出は病院でも保健所でも 良いと言われていました。  １日に大量のうんちを3〜5回、 おしっこもちゃんと出ています。  食の細い子なんだと思いますが、 よくバタバタ手足動かすので 増えないのでしょうか？ 増えが悪いと何か発育に問題が出てきますか？  母乳のあとにミルクを飲ませても飲みません💧 どうしたらいいでしょうか？😭,0,0,1,1,1,0,0
27,6439991.0,0.0,12月31日まで、義実家で5連泊かなり疲れてました！！ 疲れたあげく、年賀状を書き忘れたみたいで、去年の年賀状を出せと言われたけどどこにあるのか忘れてしまって30分程私が探して（私が去年片付けました）旦那が書いてからポストに投函自分でしに行ってら子供の寝かしつけをすると言いだして大晦日は子供と年を迎えたかったので電気消されてかなり腹が立ちました！！しかも、離婚したいまで言われてかなり腹がたちます！！ バカだから仕方ないけど！ 旦那の行動どうおもいますか？？,0,1,0,1,0,1,0
28,6439994.0,0.0,最悪の年越し。、 みなさんはどんな年越しでしたか？ 私は、旦那と別々の部屋に 居たので59分に同じ部屋に 行ったら何？ってキレられて 別の部屋に出ていかれました。 なんでこんな人と結婚したんだろ。 新年の挨拶もろくにできなきゃ まじでほんと今年中には スピード離婚かしら？とりあえず 旦那が休みに入ってから イライラが止まらないので 早く仕事始まってほしい。 あーほんとむかつく。,0,1,0,0,0,1,1
29,6439996.0,0.0,お年玉について旦那になんて言えばいいのか悩んでます   旦那の実家に来てますが、旦那のいとこ小学生2人と中学生1人も一緒に住んでます  旦那は社会人になってカッコつけたくて、小学生五千円、中学生1万円をあげたいといいます  もちろんお世話になってたらいいのですが、この家族からは結婚祝いも出産祝いも何ももらってないので正直もう少し安くてもいいのではないかと思います、、  でも旦那はこのくらいが普通っていうし、、  私たちはまだ20代前半夫婦だし、交通費で6万円もかかってるし、こっちに来てからのお買い物すべて出してるし、、  小学生3千円、中学生五千円でも安くないですよね、、？  ,0,1,1,0,0,1,0
30,6440000.0,0.0,元旦予定日です！  一人目は39週で破水し、陣痛から3時間50分のスピード出産でした！  なので今回は予定日を過ぎることはないと 年内には産まれていると 思っていたのですが 年越ししてしまいました😂  4日には入院して誘発分娩と言われています💦  痛いと聞くので恐怖です😭 自然に陣痛くるより痛いですか？ 時間かかりますか？ 人それぞれだと思いますが 心の準備をしたくて😅,0,0,1,0,1,0,0
31,6440007.0,0.0, みなさん！ あけましておめでとうございます☆  仕事で疲れている旦那爆睡。 娘ももちろんスヤスヤ… 一人で新年迎えましたー…笑  まだ眠くないし今から仕事の書き物 しようかな😭 ,0,1,0,1,0,0,1
32,6440011.0,0.0,旦那の体調悪いアピールがヤダー🤣 頭痛くて熱が36.9℃とかたいしたことないじゃんー お薬飲んで夜ふかしせずネンネしてくださーい 週一で体調悪いアピールするし症状もたいしたことないから心配できないよー てかあなたが頭痛いのは寝すぎか、明け方までぶっ通しでゲームしてるせいかのどっちかだから🤣🤣 私が38.5℃の熱出したとき、あなたがゲームしてて息子のお世話はフラフラになりながら私がしてたこと今でも根に持ってますからねー,0,1,0,1,1,1,0
33,6440012.0,0.0,あけましておめでとうございます❤️ 皆様にとって幸せな一年になりますように✨  新年早々、相談があります🙏💦 4ヶ月の娘ですが、元々そんなにまとめて寝たりは してくれてなかったのですが 最近一段と寝てくれる時間が短くてすぐ起きます！ 昼寝も30分で起きたりする事が多いです💦 夜もひどい時は1時間毎に起きます…  寝かしつけの時は3ヶ月頃から添い寝してたら 勝手に寝てくれてたんですけど それも厳しくなってきて最終添い乳で寝てます💦  ここ最近変わった事といえば ミルクをあげる回数を増やして母乳をあげる事が 極端に減った事で、それによって 1日の飲む量も足りてないかもしれません💦  これとは関係ないかもしれませんが 何故寝てくれなくなったのでしょうか…  いつから寝てくれるのでしょうか…  慣れたとはいえ、ゆっくり寝たいです😭,0,0,1,1,0,0,0
34,6440013.0,0.0,あけましておめでとうございます✨ 今年初の娘の寝言は  ここじゃんね～ ここ押せばいいじゃんね～ パパの…  でした笑 どんな夢見てるんだー😂 何を押すんだー😂  今年は数年ぶりに仕事を始めるし また忙しくなるんだろうなあ🤔 今年もたくさん笑おうね♥️ ,0,0,0,1,0,0,1
35,6440027.0,0.0,年明け早々夫婦喧嘩です。 聞いてください(>_<) 私「来年の目標とかあるー？」 旦那「...」 私「え？」 無の時間が二分ほど。 私「来年も現状維持かなー」 旦那「...」 私「え？」 無の時間再び。 私「聞いてる？」 旦那「うーん、何なん急に(スマホゲーム中)」  そこから、私「普通の会話なんだけど！」 旦那「そんなの聞かれても困るよ、めんどうだし」と。  どちらかと言うと無口な人ですが、 年末らしい会話もできんのかい！ めんどいん？もぉ寝ろや！とイライラ⚡   ,0,1,0,0,0,1,0
36,6440029.0,0.0,自衛官の夫婦の方いらっしゃりますか⁇ 旦那が自衛官なのですが、最近パート働きの私に自衛隊入れば⁇夫婦で自衛官ならいい暮らしできるよと、言ってきました。そりゃ夫婦で国家公務員なら安心はするかもですが、身寄りもない生活の中子育て家事パートで手一杯なのに、どうしようと悩んでいます。保育所以外助けなしで、自衛官夫婦で育児なんてやっていけるのでしょうか？,0,1,0,1,0,1,0
37,6440033.0,0.0,生理予定日29日 2日遅れ 子宮らへんが痛い 吐き気 よだれ多め 仰向けに寝ると恥骨痛 ここ１週間ほど味覚が変わる(甘いもの好きなのに、全然いらない) つわりかなーつわりだといいなー(*´ｪ｀*) 2人目で前回も4週目からつわり来てました。  黙ってられないタイプなので家族にも言ってます。 体調不良ナウなので、、、  妊娠してますように♡,0,0,1,1,0,0,0
38,6440038.0,0.0,保育園に通わせている方にお聞きしたいです。 朝一の7時に預ける予定なのですが、預ける時は保育士さんに一対一で預けるんですよね？はい！お願いします！みたいな感じですぐに仕事に向かえますか？毎日保育士に伝えることや、逆に伝えられることなどはあるのでしょうか？  登園から仕事の始業がギリギリでして、受け渡しにかかる時間を教えて頂きたいです。 朝一でしたら、保育士さんの数は少ないと思うので、順番待ちみたいなことはあるのでしょうか？,0,0,1,0,0,0,1
39,6440047.0,0.0,わたしと旦那しか食べませんが12/30に買ったかき揚げのお惣菜の消費期限が12/31でした。年越しそばの上に乗せかき揚げそばにするつもりだったのにまさかの年越しそばねむいからいらないといわれ、、元旦の朝に年越しそばを食べようかなと思うのですがかき揚げ乗せても大丈夫だと思いますか？海鮮系とかではなく、野菜のかき揚げです！,0,1,0,0,0,1,0
40,6440048.0,0.0,明けましておめでとうございます！ いつもお世話になっております。  年始早々、モヤモヤしてるのも嫌で ガキ使を見終わった後でこっそり、、、。  高温期14日目、早期妊娠検査薬で 見事なまでの純白頂きました🤣笑  潔く！リセット待ちます！ あー🤣辛い😂😂😂 ,0,0,1,0,1,0,0
41,6440052.0,0.0,至急ご意見ください。 我が家には、練炭があり、炭をおこして、 外でタバコを吸う主人の暖炉代わりになっています。  本日寒いからという理由で 練炭を持ち込み、換気をしませんでした。 換気しない理由は築30年ですきま風があるから。 私は反対でした。  小学生子供1人頭痛をうったえ。私も激痛の頭痛。 旦那は頭痛だが、イブで回復。 私はイブで回復せずに、頭痛のまま。  旦那に抗議をすると、 おおげさだ！と激怒されました。  亭主関白許しています。 でも、こういうことまで従わなければならないのは やばいです。 一酸化炭素中毒だと思います。  もう練炭はしまいましたが、 明日以降も、暖をとるとめにされるのかと 思うと、なぜ、私の意見を 聞き入れてくれないのかなと。  炭火を自宅内ですること、ふつうでしょうか。 ,0,1,0,1,0,1,0
42,6440054.0,0.0,ままっていつ報われるんだろ。 旦那は友達家によんでパーティーして、年越す前にみんなで神社に行き、わたしは娘が寝てるから家でひとりぼっち。 みんなが食べ散らかしたものをきれいにしてお皿洗って… 自分がアホみたい。 わたしだってお酒飲みたいしテレビもみたい。知らない間に年越してたわ。,0,1,0,1,0,1,0
43,6440057.0,0.0,子どもがよく吐くんですが、その度に病院では風邪からきてる胃腸炎と診断されます。あまりにもここ最近続いてるので、消化器系が悪いのかなと思うんですが、子どもの消化器系の病気とかありますか？？  今も吐いて、病院でもらった吐き気どめを入れました。 お正月で救急はやってますが、詳しく検査まではしてくれないと思うので、、何か心当たりある方いますか？？！,0,0,0,1,1,0,0
44,6440058.0,0.0,生後3ヶ月の娘がいます 私が、手が空いてない時に 義母が自分のおっぱいをあげてました。 みなさんならありですか？なしですか？怒りますか？ 私はものすごーくイライラします。 心が狭いんでしょうか。,0,1,1,1,0,1,0
45,6440059.0,0.0,明けましておめでとうございます🎍 昨年は初めての妊娠出産で沢山ママリの皆さんに お世話になりました。 まだまだ子育てはこれから！分からない事不安 いっぱいです！ 沢山お世話になります笑 今年もよろしくお願いします🙇‍♀️,0,0,1,1,0,0,0
46,6440061.0,0.0,7ヶ月の息子が居ます。離乳食の進め方について。  5ヶ月で離乳食開始し、6ヶ月手前で２回食にしました。 これまで嫌がらずによく食べ順調に進んでます。  離乳食後のミルクは、ミルクの缶に記載されてる通りに140作っています。しっかり食べれている証拠ではありますが、毎回50飲めばいい方で、全く飲まない事も多々あります。 なので、離乳食後はミルクなしで、1日に200を3回のみです。夜勤がなれけば2回の時もあります。(水分補給はしっかりしています)  そこで、３回食は9ヶ月に入ってから。とよく言われていますが、8ヶ月で3回食にしようかと思っています。  同じようなお子様がいらっしゃる方、どのようにされましたか？  また卒乳のアドバイスなども頂けたら幸いです。,0,0,1,1,0,0,0
47,6440065.0,0.0,新年あけましておめでとうございます  息子は上下の前歯2本(計4本)上は2本生えかけです ふと疑問に思ったのですが私達大人は たまに歯で皮膚(口の中)や舌を噛んでしまいすが 赤ちゃんは噛んだりすることは ありますか？ また痛がったりしますか？,0,0,0,1,0,1,0
48,6440066.0,0.0,義理父がデリカシー(？)が無さすぎる。 この度、ようやく二人目を授かり、12週目になりました。 お互いの両親と近いこともあり何かあればすぐ助けてもらえるので、私の妹には報告をしました。 旦那の兄二人と双方の親戚は年に会っても1〜2回ぐらいなので、安定期に入ってからと親にも伝えましたが、昨日の大晦日、たまたま旦那の二番目の兄家族と義理父と一緒に食事をすることになったんですが、お酒も入っていたからか 『何か報告しなくていいのか？』 『早く言っちゃえよ』 『どうせ２日後(旦那の親族の集まりがある)にはバレるし(言う気か！？)』  と旦那を捲し立ててました。旦那は首を降って頑として言いませんでしたが(そんなとこも好きですが(コラ)) 義理父の発言にうんざりしてしました。  帰りの車でも、 『お兄さんに言った方が良かったよねごめんね』 と謝ってから 『もし、安定期前で何かあったらみんなに言わなければならなくなるのは、私のメンタル的に辛い』 というのは、旦那さんと確認し、旦那さんも 『もし、言いふらして何かあったら、親父に責任をとってもらう』 と言ってました。  上手くまとまりませんが、こんな感じでもやもやしてしまいました。 恐らく、親戚の集まった席でみんなに言いふらすか、『息子から重大発表があるぞ！！』と言われそうで今から集まりに行くのが憂鬱です……。 義理父が回りに言いたい気持ちもわかりますが、私の気にしすぎでしょうか？,0,1,0,1,0,1,0
49,6440072.0,0.0,旦那CDTV 、わたしジャニーズ チャンネル争いに負け、CDTV 見てて、タッキーのところだけ見たくてチャンネル変えたけど.... 終わってたー(´；ω；｀) 花束もらうとこしか見れなかった.... 辛すぎです....  見た人いますかー？どうでしたかー？？  タッキー(´；ω；｀),0,1,0,0,0,1,0
50,6440078.0,0.0,年明け早々すみません。  旦那は仲良ししたいと言っているんですがそう思わなくなってきました。 １か月前くらいまでは私も欲が強かったので仲良ししたいと思っていたのですがなんだかする気になれません。,0,1,0,0,0,1,0
